Artist,Streams,Daily,As lead,Solo,As feature
Martin Jensen,"2,648.9",0.610,"1,932.9","1,070.9",716.0
Desiigner,"2,648.7",0.423,"2,064.6","1,906.0",584.1
Ella Henderson,"2,645.1",2.367,"1,180.0",920.7,"1,465.2"
Sting,"2,633.4",1.279,"2,154.9","1,708.3",478.4
YOASOBI,"2,628.9",3.168,"2,628.9","2,593.6",
Cavetown,"2,628.3",1.346,"2,527.6","2,455.4",100.7
Salmo,"2,627.5",0.937,"1,610.9",948.1,"1,016.6"
Miranda Lambert,"2,623.5",1.230,"1,994.7","1,809.4",628.8
Hardwell,"2,621.2",0.937,"2,069.6",218.9,551.6
Marracash,"2,619.8",1.665,"1,681.8",689.9,938.0
Blueface,"2,615.7",0.870,"1,569.4",824.9,"1,046.3"
Nick Jonas,"2,615.0",0.641,"2,531.1","1,410.0",83.9
Astrid S,"2,609.4",0.668,"1,841.1","1,637.8",768.4
Method Man,"2,607.2",1.218,646.4,184.2,"1,960.8"
gnash,"2,603.4",0.548,"2,310.9",643.9,292.5
Kelsea Ballerini,"2,601.0",1.434,"1,813.1","1,463.1",787.9
Don Diablo,"2,599.0",0.818,"1,734.1",577.0,864.9
3 Doors Down,"2,595.1",1.320,"2,593.3","2,454.6",1.8
YUNGBLUD,"2,585.5",1.069,"1,720.1","1,279.4",865.4
MF DOOM,"2,583.5",2.620,"1,355.7",924.8,"1,227.8"
Jon Pardi,"2,576.7",2.084,"2,366.6","2,353.1",210.1
Rascal Flatts,"2,575.9",1.048,"2,500.2","2,448.5",75.7
Marilyn Manson,"2,573.5",1.136,"2,505.4","2,499.8",68.1
Willie Nelson,"2,569.9",1.516,"1,228.0",946.1,"1,342.0"
MC Kevinho,"2,565.2",0.552,"1,635.8","1,027.0",929.4
La Adictiva,"2,564.7",1.882,"2,526.0","2,138.4",38.7
Colbie Caillat,"2,564.5",1.008,"1,790.0","1,732.1",774.5
Mario,"2,564.4",2.196,"2,514.7","2,440.0",49.6
John Newman,"2,559.3",1.040,991.5,907.1,"1,567.8"
Hugo & Guilherme,"2,555.3",2.851,"1,967.9","1,282.5",587.4
BONES,"2,554.0",1.966,"2,308.0","1,955.0",246.0
Travis Barker,"2,550.3",0.952,100.8,,"2,449.5"
Sleeping At Last,"2,546.2",1.068,"2,540.2","2,536.2",6.0
JuliÃ³n Ãlvarez y su NorteÃ±o Banda,"2,541.7",3.214,"2,473.0","2,454.9",68.7
Willy William,"2,541.3",0.731,303.5,270.2,"2,237.8"
Bill Withers,"2,539.6",1.948,"2,018.5","1,998.5",521.1
Oh Wonder,"2,538.4",0.809,"1,470.7","1,469.4","1,067.7"
La Oreja de Van Gogh,"2,537.4",1.830,"2,521.2","2,350.1",16.2
CRO,"2,537.3",2.006,"2,178.0","1,857.1",359.4
Axwell /\ Ingrosso,"2,536.9",0.668,"2,536.9","1,657.9",
Bethel Music,"2,536.3",1.141,"2,536.3",292.4,
PNAU,"2,528.5",1.721,728.0,55.2,"1,800.5"
Rafa PabÃ¶n,"2,528.1",0.810,122.2,60.8,"2,405.9"
Stefflon Don,"2,525.3",0.688,565.2,291.1,"1,960.1"
Louis Tomlinson,"2,524.6",0.992,"1,991.8","1,411.5",532.8
Gabry Ponte,"2,523.4",1.601,928.3,51.8,"1,595.1"
Noah Kahan,"2,523.2",6.424,"2,298.7","1,801.4",224.5
LIT killah,"2,521.7",3.021,"1,271.7",532.3,"1,250.0"
Grupo Marca Registrada,"2,516.9",3.869,"2,279.5","1,395.8",237.4
Summer Cem,"2,506.1",1.159,"1,217.9",441.7,"1,288.2"
The Clash,"2,505.8",1.211,"2,505.8","2,505.6",
Rema,"2,499.7",4.302,"2,126.6","1,031.3",373.0
Mary J. Blige,"2,496.9",1.291,"1,848.4","1,368.7",648.5
Naps,"2,491.4",1.570,"1,635.3",860.4,856.1
NewJeans,"2,489.8",10.001,"2,478.8","2,471.6",11.1
Tee Grizzley,"2,488.9",0.904,"2,104.9","1,051.4",384.0
Dadju,"2,487.6",1.325,"1,655.2",938.5,832.4
Tech N9ne,"2,482.9",0.814,"2,088.3",969.4,394.6
Yung Gravy,"2,482.3",1.216,"2,423.2","1,331.5",59.1
Tears For Fears,"2,475.4",2.495,"2,475.4","2,146.3",
MÃ¶tley CrÃ¼e,"2,475.1",1.438,"2,463.5","2,428.4",11.6
M83,"2,474.6",1.474,"2,458.8","2,240.6",15.8
(G)I-DLE,"2,472.4",2.985,"1,759.9","1,750.6",712.6
Regard,"2,472.1",0.968,"2,287.8","1,228.2",184.3
Los Bukis,"2,465.1",2.367,"2,302.8","2,301.3",162.3
Annie Lennox,"2,462.6",1.245,749.1,742.8,"1,713.6"
Wham!,"2,460.7",1.089,"2,459.8","2,458.8",1.0
MAX,"2,459.1",0.879,"1,646.0",444.5,813.1
Two Door Cinema Club,"2,456.4",1.038,"2,453.3","2,398.1",3.2
Dean Martin,"2,454.8",0.870,"2,446.2","2,272.6",8.6
Zac Efron,"2,451.4",1.047,"1,107.2",,"1,344.2"
Ashanti,"2,450.4",1.477,892.7,742.1,"1,557.7"
ANAVITÃRIA,"2,449.9",1.225,"2,096.2","1,279.1",353.7
Key Glock,"2,447.9",2.751,"1,763.7","1,763.1",684.2
Jubin Nautiyal,"2,443.3",3.566,931.2,364.0,"1,512.1"
Beret,"2,442.2",1.195,"2,050.7","1,551.7",391.5
Dierks Bentley,"2,439.8",1.029,"2,261.0","1,863.0",178.9
Elley DuhÃ©,"2,439.3",2.490,"1,070.9",985.7,"1,368.4"
Tanishk Bagchi,"2,435.1",4.258,840.6,0.6,"1,594.4"
Conor Maynard,"2,433.5",0.611,"1,079.5",958.6,"1,354.0"
Westlife,"2,431.2",1.100,"2,361.8","2,245.8",69.5
Ghostemane,"2,430.5",1.383,"2,290.2","1,654.6",140.3
Nacho,"2,426.9",0.484,"1,331.2",363.3,"1,095.7"
Mother Mother,"2,419.1",1.597,"2,419.1","2,418.2",
Fergie,"2,417.1",1.183,"2,180.4",975.0,236.7
keshi,"2,416.0",2.723,"2,293.3","2,264.0",122.7
Kacey Musgraves,"2,415.9",3.109,"2,170.2","2,065.8",245.7
Trueno,"2,413.6",2.393,"1,642.3",642.4,771.3
Lofi Fruits Music,"2,413.6",1.353,"2,407.7",13.8,5.8
The Goo Goo Dolls,"2,412.0",1.522,"2,412.0","2,407.3",
Deorro,"2,411.8",0.748,"2,163.6",487.0,248.2
NIKI,"2,408.7",2.277,"1,892.8","1,713.1",515.8
Sasha Alex Sloan,"2,408.2",1.185,"1,657.7","1,515.7",750.5
Nimo,"2,407.8",0.777,"1,286.0",567.8,"1,121.8"
Taio Cruz,"2,407.2",1.175,"2,118.0","1,155.8",289.3
Intocable,"2,406.8",1.749,"2,328.0","2,323.6",78.9
Kollegah,"2,406.4",0.618,"2,172.3","1,291.4",234.1
Alice In Chains,"2,406.3",1.519,"2,401.3","2,400.8",5.0
E-40,"2,404.5",0.754,789.4,199.4,"1,615.1"
Two Feet,"2,403.4",1.263,"2,279.2","2,230.3",124.2
Nat King Cole,"2,403.2",9.818,"2,305.0","2,243.6",98.2
Lee Brice,"2,399.1",1.290,"2,348.2","2,139.9",50.8
IU,"2,398.5",1.419,"2,133.1","1,610.1",265.4
Loud Luxury,"2,394.6",1.253,"2,204.3",67.0,190.2
Queens of the Stone Age,"2,393.9",1.413,"2,393.9","2,393.7",
Vintage Culture,"2,376.7",2.346,"1,334.0",91.4,"1,042.6"
Yuridia,"2,374.7",1.797,"2,149.1","1,642.4",225.7
Sin Bandera,"2,372.1",1.478,"2,187.3","2,138.1",184.8
Kylie Minogue,"2,368.0",2.112,"2,118.5","1,899.7",249.5
VIZE,"2,367.7",0.973,"1,203.6",157.2,"1,164.1"
thasup,"2,366.1",0.921,"1,298.7",633.0,"1,067.4"
Oliver Heldens,"2,365.2",0.908,"1,350.2",235.3,"1,015.0"
a-ha,"2,363.3",1.640,"2,363.3","2,352.2",
Ghost,"2,361.9",2.775,"2,361.9","2,340.0",
Vince Staples,"2,360.5",0.795,"1,475.0","1,060.1",885.5
Aloe Blacc,"2,360.3",0.547,968.6,933.1,"1,391.7"
Owl City,"2,359.2",0.941,"2,263.8","1,546.8",95.4
Gemitaiz,"2,358.0",0.778,"1,711.7",655.4,646.3
Santana,"2,356.5",1.550,"2,323.4",985.1,33.0
Sean Kingston,"2,354.5",1.237,"2,076.6","1,360.3",277.9
Pepe Aguilar,"2,350.8",1.192,"1,996.2","1,521.1",354.7
Calle 13,"2,344.9",1.073,"2,226.0","1,608.6",118.9
John Lennon,"2,344.0",1.042,"2,340.3","1,790.7",3.7
Ben Howard,"2,343.4",0.613,"2,341.7","2,298.5",1.7
Morad,"2,342.9",4.035,"1,148.5",928.3,"1,194.4"
Arizona Zervas,"2,339.3",0.624,"2,305.4","2,178.4",33.9
Miky Woodz,"2,334.3",0.860,787.0,310.9,"1,547.3"
Gustavo Mioto,"2,326.0",2.830,"1,999.8","1,039.1",326.2
Lady A,"2,326.0",0.890,"2,159.3","2,154.1",166.7
James Blake,"2,325.1",1.578,"1,422.0",986.1,903.1
The Kooks,"2,321.5",0.869,"2,314.3","2,280.4",7.2
Lily Allen,"2,319.8",0.800,"1,831.3","1,792.4",488.5
Ferrugem,"2,317.8",1.810,"1,563.8","1,220.2",754.0
The Pussycat Dolls,"2,316.4",1.170,"2,149.8","1,382.3",166.6
SofÃ­a Reyes,"2,314.3",1.171,"1,537.3",99.0,777.0
Silk Sonic,"2,311.8",1.675,,,"2,311.8"
Portugal. The Man,"2,310.6",0.838,"2,251.7","2,027.0",58.9
Los Dos Carnales,"2,310.5",1.532,"1,666.9","1,594.2",643.6
AJ Tracey,"2,309.7",0.736,"1,374.7",779.1,935.0
Brray,"2,307.1",2.605,182.4,35.0,"2,124.7"
Thirty Seconds To Mars,"2,304.0",1.001,"2,240.2","2,164.9",63.8
Israel & Rodolffo,"2,302.4",2.489,"2,048.1",987.3,254.3
Dido,"2,295.9",1.458,"1,277.9","1,242.7","1,018.0"
Gigi D'Agostino,"2,293.4",0.966,850.6,784.7,"1,442.9"
JVKE,"2,293.2",3.593,"1,839.2","1,642.6",454.0
Carla Morrison,"2,292.1",1.782,"1,759.3","1,684.0",532.8
Jaymes Young,"2,291.9",0.997,"2,197.1","2,080.0",94.8
Thalia,"2,287.0",0.770,"2,067.0",903.9,220.1
G Herbo,"2,286.5",1.296,"1,359.5",537.0,927.0
Rich Homie Quan,"2,286.2",0.529,894.9,839.0,"1,391.3"
A7S,"2,285.0",0.964,61.5,55.3,"2,223.5"
Old Dominion,"2,283.8",1.282,"2,239.1","2,219.1",44.7
Tina Turner,"2,276.8",1.390,"1,835.7","1,655.0",441.1
Roxette,"2,273.2",1.332,"2,255.1","2,226.1",18.1
Jon Z,"2,269.6",1.443,977.2,222.2,"1,292.4"
Ana Castela,"2,269.1",8.516,609.8,303.4,"1,659.2"
Sade,"2,268.4",1.903,"2,268.4","2,242.8",
Chayanne,"2,267.9",1.671,"2,257.5","2,062.0",10.4
Salaam Remi,"2,264.4",1.026,55.5,,"2,209.0"
Otis Redding,"2,260.0",1.267,"2,049.9","2,008.6",210.1
Louis Armstrong,"2,259.5",1.159,"1,700.3","1,421.9",559.1
D-Block Europe,"2,251.7",1.622,"1,958.4",984.8,293.2
Rvssian,"2,246.6",0.899,"1,338.0",0.1,908.6
Men At Work,"2,245.4",0.910,"2,244.2","2,244.2",1.2
Tori Kelly,"2,245.3",0.760,"1,614.2","1,046.9",631.0
Ella Fitzgerald,"2,239.3",0.821,"2,164.5","1,017.5",74.7
AURORA,"2,236.5",1.610,"2,140.3","2,058.8",96.1
J Alvarez,"2,229.4",1.302,"1,299.9",632.2,929.4
ENHYPEN,"2,229.0",3.774,"2,229.0","2,198.8",
Incubus,"2,228.6",1.041,"2,225.4","2,223.8",3.2
Paul Simon,"2,228.6",1.002,"2,057.3","1,945.4",171.3
Guaynaa,"2,227.9",0.734,704.7,323.0,"1,523.2"
Hugh Jackman,"2,226.4",0.658,"1,550.8",1.8,675.6
The Who,"2,223.3",1.018,"2,223.3","2,188.5",
Sufjan Stevens,"2,223.2",1.078,"2,147.2","2,059.1",76.0
Snow Patrol,"2,217.1",0.890,"2,217.1","2,149.0",
Trevor Daniel,"2,207.5",0.596,"2,077.1","1,763.5",130.4
Jung Kook,"2,206.5",12.408,"1,406.5",369.6,800.0
PLK,"2,204.1",1.714,"1,600.4","1,150.7",603.7
Moby,"2,203.5",0.941,"1,844.1","1,574.3",359.4
Thiaguinho,"2,201.8",1.305,"1,867.6","1,649.2",334.2
Vampire Weekend,"2,201.8",0.690,"2,201.8","2,083.5",
Cris Mj,"2,201.0",2.942,"1,582.9",970.1,618.1
Nipsey Hussle,"2,199.0",0.829,"1,843.5",725.8,355.5
Nile Rodgers,"2,198.2",1.564,32.2,3.6,"2,165.9"
Olly Murs,"2,195.6",0.606,"2,139.2",996.5,56.4
Neha Kakkar,"2,194.5",1.962,745.0,50.5,"1,449.6"
MC Kevin o Chris,"2,189.7",4.745,"1,473.6",599.1,716.0
Empire of the Sun,"2,186.6",1.568,"1,848.1","1,726.3",338.5
L7NNON,"2,186.6",1.708,"1,141.5",428.2,"1,045.1"
Los Enanitos Verdes,"2,179.9",1.750,"2,062.7","2,061.8",117.2
Alka Yagnik,"2,175.3",3.847,782.1,121.7,"1,393.2"
Sandro Cavazza,"2,169.9",0.791,307.0,155.7,"1,862.9"
Beach House,"2,167.6",1.642,"2,167.6","2,167.6",
MC Hariel,"2,166.3",2.313,"1,043.6",509.7,"1,122.8"
Lionel Richie,"2,164.6",1.252,"2,153.7","1,695.2",10.9
PinkPantheress,"2,160.8",4.139,"2,074.9","1,348.4",86.0
OMI,"2,160.6",0.617,"2,022.1","1,825.0",138.5
Canserbero,"2,160.4",2.531,"2,093.0","1,704.8",67.4
Kungs,"2,159.3",1.639,"1,989.0",474.2,170.3
Hippie Sabotage,"2,156.5",0.905,"1,553.1","1,552.9",603.4
fun.,"2,155.4",0.861,"2,114.3","1,090.8",41.1
Maes,"2,154.8",1.066,"1,498.2",940.3,656.6
OFFICIAL HIGE DANDISM,"2,151.6",1.464,"2,151.1","2,151.1",0.6
Falling In Reverse,"2,150.5",1.727,"2,150.5","2,141.3",
Bomba EstÃ©reo,"2,149.6",1.572,905.6,544.8,"1,244.0"
MAGIC!,"2,148.5",0.817,"1,895.3","1,757.6",253.2
James TW,"2,146.1",0.505,"2,134.9","2,133.4",11.2
DENNIS,"2,143.9",1.631,"1,762.6",10.4,381.3
Gustavo Cerati,"2,143.4",1.543,"1,922.2","1,842.4",221.3
Yxng Bane,"2,141.0",0.358,397.7,239.3,"1,743.3"
Badshah,"2,139.3",2.733,"1,471.9",208.9,667.4
Boney M.,"2,138.2",1.325,"1,589.9","1,521.8",548.3
Greeicy,"2,134.2",1.024,"1,237.3",521.3,896.9
The Jackson 5,"2,132.0",0.713,"2,118.8","2,111.0",13.2
Soolking,"2,130.0",1.961,"1,480.5",659.6,649.5
Kelly Rowland,"2,129.3",0.965,661.5,222.7,"1,467.8"
Diego & Victor Hugo,"2,127.2",1.726,"1,878.3",883.2,249.0
Seether,"2,125.2",1.027,"2,125.2","1,865.5",
Hungria Hip Hop,"2,125.0",1.995,"1,808.2","1,301.8",316.8
Mike Perry,"2,123.1",0.754,"1,790.3",141.7,332.8
NCT 127,"2,120.5",0.896,"1,959.5","1,946.7",161.0
Wallows,"2,114.1",1.143,"2,114.1","1,405.0",
Brett Young,"2,112.8",0.907,"1,979.6","1,915.9",133.2
Yusuf / Cat Stevens,"2,111.6",1.247,"2,111.4","2,111.3",0.2
ITZY,"2,107.5",1.840,"2,076.2","2,051.2",31.4
Sara Bareilles,"2,105.8",0.625,"1,987.8","1,916.3",118.0
deadmau5,"2,105.2",0.910,"1,762.9",857.7,342.4
JesÃºs AdriÃ¡n Romero,"2,085.1",1.616,"1,983.8","1,678.7",101.4
Selena,"2,083.3",1.257,"2,067.1","2,026.4",16.2
Ofenbach,"2,082.7",0.979,"1,753.9",438.0,328.8
Tulus,"2,079.6",2.752,"1,954.5","1,954.5",125.1
Lalo Ebratt,"2,078.1",0.556,571.8,3.5,"1,506.4"
Cyndi Lauper,"2,077.8",1.346,"2,063.0","2,047.0",14.8
Bunbury,"2,075.5",1.193,"1,537.5","1,030.2",538.0
Dynoro,"2,072.6",0.720,"1,742.4",107.4,330.2
$NOT,"2,072.3",1.065,"1,517.3",790.0,555.0
Dread Mar I,"2,071.4",1.582,"1,871.7","1,871.7",199.7
Kina,"2,070.1",0.737,"2,027.8",286.6,42.3
TLC,"2,069.4",1.034,"1,797.1","1,786.1",272.4
Bing Crosby,"2,065.9",0.170,"2,029.5","1,097.3",36.4
Kevin Kaarl,"2,063.5",2.189,"2,036.2","2,028.9",27.3
Pierce The Veil,"2,060.2",1.706,"2,053.8","1,623.5",6.4
Leona Lewis,"2,059.7",0.577,"1,798.2","1,742.1",261.5
Chris Young,"2,053.9",0.716,"2,037.9","1,596.3",16.0
Vishal-Shekhar,"2,053.3",2.935,"1,907.7",4.6,145.7
Camila,"2,053.3",1.383,"2,031.2","1,879.7",22.1
Beastie Boys,"2,043.6",1.208,"2,043.6","1,934.6",
Cristian Castro,"2,043.3",1.197,"1,870.9","1,700.6",172.4
Fabolous,"2,039.0",0.662,"1,294.7",225.3,744.3
Tracy Chapman,"2,038.9",1.239,"1,952.3","1,941.3",86.7
Sam Hunt,"2,030.8",1.023,"1,824.4","1,823.9",206.4
NCT DREAM,"2,030.1",2.091,"1,960.1","1,879.2",70.0
Digital Farm Animals,"2,027.4",0.330,322.0,10.4,"1,705.4"
Sid Sriram,"2,027.2",2.813,"1,209.8",557.8,817.4
UZI,"2,026.2",2.206,"1,511.8","1,219.9",514.4
Nina Simone,"2,024.5",0.921,"2,023.2","1,882.4",1.3
MKTO,"2,024.4",0.671,"2,006.0","1,962.6",18.4
Lenny Kravitz,"2,022.6",1.128,"1,948.6","1,939.6",74.0
The Score,"2,022.6",0.978,"2,022.6","1,905.5",
Mari Fernandez,"2,016.8",2.729,"1,087.9",473.9,928.9
Tom Walker,"2,014.8",0.724,"1,787.2","1,522.5",227.6
BoyWithUke,"2,013.3",2.030,"2,000.5","1,663.6",12.8
Gloria Trevi,"2,012.9",1.535,"1,857.6","1,563.8",155.3
Pink Sweat$,"2,012.8",1.032,"1,832.7","1,543.5",180.1
Guilherme & Benuto,"2,012.3",2.716,"1,767.4",777.9,244.9
AndrÃ©s Calamaro,"2,012.1",1.145,"1,463.2","1,406.4",548.9
Lennon Stella,"2,010.9",0.500,912.5,648.6,"1,098.4"
Amitabh Bhattacharya,"2,010.5",6.543,32.0,3.6,"1,978.6"
KALEO,"2,007.3",1.404,"2,007.3","2,007.3",
Ronnie Flex,"2,004.4",0.609,712.4,167.8,"1,292.0"
Evaluna Montaner,"2,004.2",0.866,88.5,45.2,"1,915.7"
Max Richter,"2,004.2",0.841,"2,003.6","1,110.1",0.6
Bo Burnham,"2,003.7",1.000,"2,003.7","2,003.7",
Bullet For My Valentine,"2,001.8",0.836,"1,995.8","1,989.2",6.0
Tion Wayne,"2,000.8",0.931,959.3,94.4,"1,041.5"
Tom Grennan,"1,996.7",1.524,"1,367.7","1,340.6",629.1
Billy Ray Cyrus,"1,996.6",0.481,213.6,189.1,"1,783.0"
ZZ Top,"1,995.9",1.166,"1,995.7","1,992.3",0.2
Geolier,"1,994.4",2.571,959.6,557.0,"1,034.7"
The National,"1,993.3",0.855,"1,854.9","1,794.6",138.4
Latto,"1,991.4",10.856,879.3,488.3,"1,112.1"
Ella Eyre,"1,990.5",0.840,635.6,586.0,"1,354.9"
Fivio Foreign,"1,990.3",1.006,557.7,193.1,"1,432.6"
Hombres G,"1,989.8",1.555,"1,982.6","1,833.7",7.2
Martin Solveig,"1,989.0",0.464,"1,461.0",103.6,528.1
Freddie Dredd,"1,985.2",1.772,"1,883.9","1,749.1",101.3
Blur,"1,984.3",1.382,"1,984.3","1,978.5",
Arcade Fire,"1,982.9",0.634,"1,982.9","1,916.6",
Tinie Tempah,"1,982.6",0.726,"1,245.5",179.4,737.2
KSHMR,"1,981.6",0.646,963.5,99.0,"1,018.1"
Angus & Julia Stone,"1,981.0",0.634,"1,915.7","1,889.4",65.2
KAYTRANADA,"1,980.6",1.353,"1,474.6",181.6,506.0
Dennis Lloyd,"1,979.0",0.698,"1,836.0","1,675.9",143.0
KSI,"1,977.5",0.432,"1,650.5",455.1,327.0
Gesaffelstein,"1,970.6",1.920,936.0,187.7,"1,034.6"
Lykke Li,"1,970.4",1.012,"1,783.3","1,218.5",187.1
Kiiara,"1,968.6",0.264,"1,130.8",895.7,837.8
Pabllo Vittar,"1,968.1",0.758,"1,269.8",765.7,698.3
Gazo,"1,963.0",3.591,"1,064.4",671.0,898.6
Bronco,"1,963.0",1.809,"1,917.8","1,731.8",45.2
Laura Pausini,"1,962.5",1.032,"1,868.9","1,591.2",93.6
TV Girl,"1,961.2",4.509,"1,904.1","1,904.1",57.1
Brooks & Dunn,"1,960.9",1.217,"1,768.7","1,399.9",192.2
Lil Dicky,"1,958.3",0.307,"1,864.4",491.9,93.9
Cuco,"1,956.6",1.131,"1,871.3","1,438.5",85.3
Mr. Probz,"1,956.5",0.520,"1,570.8",547.6,385.7
JoaquÃ­n Sabina,"1,955.0",0.781,"1,670.9","1,610.0",284.2
Boef,"1,953.4",0.690,"1,079.2",590.1,874.2
Lupe Fiasco,"1,953.1",0.750,"1,621.6",651.7,331.5
Cody Johnson,"1,953.0",1.922,"1,876.8","1,831.7",76.2
Quality Control,"1,953.0",0.640,"1,952.5",,0.5
Jacquees,"1,952.4",0.838,"1,364.5",751.8,587.8
Pixies,"1,951.1",1.366,"1,951.1","1,951.1",
Rkomi,"1,948.3",1.124,"1,327.4",441.9,620.9
CHVRCHES,"1,947.4",0.464,"1,288.6","1,160.6",658.8
*NSYNC,"1,947.3",0.716,"1,920.9","1,883.0",26.5
Arcane,"1,947.1",1.361,45.0,27.7,"1,902.1"
Emeli SandÃ©,"1,939.9",0.425,"1,178.4","1,105.0",761.5
RÃFÃS DU SOL,"1,938.0",1.337,"1,911.4","1,698.9",26.6
CafÃ© Tacvba,"1,932.6",1.106,"1,736.6","1,732.2",196.0
T3R Elemento,"1,930.6",1.030,"1,617.6","1,146.4",312.9
Lauren Daigle,"1,929.6",1.055,"1,815.3","1,790.5",114.3
Banda Los Recoditos,"1,928.0",1.035,"1,905.7","1,859.7",22.3
Andrea Bocelli,"1,927.7",0.889,"1,210.8",512.7,716.9
Eros Ramazzotti,"1,927.6",1.193,"1,734.1","1,536.3",193.5
BÃRNS,"1,927.1",1.017,"1,908.4","1,859.2",18.8
Lary Over,"1,926.5",0.770,638.2,98.4,"1,288.3"
Audioslave,"1,923.4",0.974,"1,923.4","1,923.4",
CKay,"1,916.7",1.215,"1,862.0","1,019.3",54.7
KK,"1,914.5",3.557,967.9,702.5,946.6
MadeinTYO,"1,914.1",0.319,"1,224.5",679.9,689.6
Toby Keith,"1,914.0",1.112,"1,887.2","1,711.2",26.8
Gym Class Heroes,"1,913.4",1.201,"1,913.4",607.5,
Ryan Castro,"1,908.5",5.432,"1,473.0",952.2,435.4
ONE OK ROCK,"1,907.5",1.418,"1,907.5","1,801.4",
Frenna,"1,907.1",0.477,"1,051.1",222.4,856.0
Janelle MonÃ¡e,"1,906.7",1.033,800.2,475.7,"1,106.5"
Sage The Gemini,"1,905.8",0.420,"1,037.8",521.5,868.0
The Greatest Showman Ensemble,"1,901.3",0.536,3.7,3.7,"1,897.6"
Megadeth,"1,898.0",1.485,"1,893.3","1,880.9",4.7
Tom Petty,"1,897.5",1.191,"1,866.3","1,865.3",31.3
Tungevaag,"1,893.8",0.634,"1,212.4",331.2,681.5
Grupo Menos Ã Mais,"1,892.7",2.938,"1,591.8",785.6,301.0
Dance Fruits Music,"1,890.9",0.734,"1,438.1",517.9,452.8
John Denver,"1,890.8",1.001,"1,888.3","1,763.8",2.5
KC Rebell,"1,888.1",0.340,"1,411.2",452.9,476.9
Yellow Claw,"1,886.5",0.393,"1,590.3",259.1,296.2
Marca MP,"1,884.9",1.169,"1,589.3","1,363.4",295.6
ZÃ© Felipe,"1,883.6",1.255,"1,540.9",451.5,342.8
Shiva,"1,881.4",2.186,"1,281.0",675.1,600.4
Majid Jordan,"1,881.4",0.775,827.8,530.3,"1,053.5"
Alvaro Soler,"1,881.1",0.716,"1,575.3","1,191.8",305.9
City Girls,"1,879.5",0.761,951.6,579.3,927.9
Ben&Ben,"1,879.0",1.048,"1,814.5","1,695.4",64.5
Filipe Ret,"1,878.5",2.162,"1,635.3",197.1,243.2
UB40,"1,878.5",0.990,"1,856.8","1,710.6",21.7
Aitch,"1,878.4",0.816,883.6,374.7,994.8
42 Dugg,"1,878.2",1.365,765.9,270.7,"1,112.4"
Dardan,"1,875.9",1.278,"1,396.7",705.5,479.2
Lil Tracy,"1,873.9",1.293,260.0,232.5,"1,614.0"
Tedua,"1,872.8",2.015,"1,186.1",216.3,686.7
Robin Thicke,"1,871.7",0.473,"1,321.6",395.7,550.1
Kate Bush,"1,870.8",1.093,"1,870.8","1,870.8",
Will Smith,"1,869.3",0.758,"1,397.7","1,269.5",471.5
Spice Girls,"1,868.6",1.004,"1,868.6","1,860.9",
Olexesh,"1,866.8",0.679,974.9,496.3,891.9
Jimin,"1,866.3",6.155,"1,496.5","1,194.4",369.7
Brantley Gilbert,"1,865.0",0.853,"1,732.5","1,446.0",132.5
Foreigner,"1,861.6",1.264,"1,861.6","1,853.5",
M.I.A.,"1,861.1",0.918,"1,404.9","1,284.3",456.2
Micro TDH,"1,860.5",1.220,"1,009.4",588.4,851.1
Djadja & Dinaz,"1,857.4",1.263,"1,857.4","1,822.1",
Icona Pop,"1,855.3",0.680,"1,364.2",491.7,491.1
Cordae,"1,854.5",1.307,"1,383.7",827.4,470.8
Lil Kleine,"1,853.8",0.464,"1,173.6",580.2,680.2
Ashnikko,"1,851.7",1.275,"1,791.4","1,012.0",60.3
RÃ­o Roma,"1,848.4",0.912,"1,787.1","1,083.5",61.3
Dove Cameron,"1,848.4",1.384,"1,700.5",737.0,147.8
Natiruts,"1,847.5",0.912,"1,742.1","1,243.2",105.5
Talking Heads,"1,841.7",0.993,"1,841.7","1,810.9",
Jordan Davis,"1,840.2",2.316,"1,804.1","1,418.8",36.1
Lenin RamÃ­rez,"1,838.1",1.160,"1,520.0",451.7,318.1
C.R.O,"1,838.1",1.764,964.1,541.3,874.0
Turma do Pagode,"1,838.0",1.197,"1,756.9","1,201.7",81.1
Raekwon,"1,833.8",0.855,213.5,39.8,"1,620.3"
Sezen Aksu,"1,831.6",2.042,"1,755.4","1,713.2",76.2
Cash Cash,"1,831.0",0.364,"1,435.0",119.4,396.1
Purple Disco Machine,"1,830.9",1.956,"1,338.9",249.5,491.9
Blxst,"1,830.3",1.464,"1,058.0",454.6,772.2
ZHU,"1,828.0",0.492,"1,586.3",869.6,241.7
Marc E. Bassy,"1,825.9",0.253,"1,144.0",452.1,681.9
Wu-Tang Clan,"1,825.2",0.891,"1,724.6",127.0,100.6
Counting Crows,"1,824.6",1.018,"1,819.5","1,618.6",5.2
Ultimo,"1,823.5",0.846,"1,729.2","1,718.5",94.3
Melim,"1,821.6",0.813,"1,554.4","1,455.0",267.2
Sorriso Maroto,"1,819.1",1.244,"1,338.2","1,103.5",480.9
Pouya,"1,816.9",1.047,733.2,412.8,"1,083.7"
Ramin Djawadi,"1,812.3",0.593,"1,810.6","1,707.7",1.8
Mainstreet,"1,812.1",2.184,17.2,,"1,794.9"
Simone & Simaria,"1,810.3",0.476,"1,221.4",734.3,588.9
Bausa,"1,809.7",1.181,993.6,659.2,816.1
